condition,prompt_id,beta_ratio,intervened_layers,attention_layer,attention_entropy
layer_5,p010,0.35,5,15,0.3016333281993866
layer_5,p011,0.35,5,0,0.44263696670532227
layer_5,p011,0.35,5,1,0.1970340609550476
layer_5,p011,0.35,5,2,0.1955214887857437
layer_5,p011,0.35,5,3,0.2673702538013458
layer_5,p011,0.35,5,4,0.3166416883468628
layer_5,p011,0.35,5,5,0.7328026294708252
layer_5,p011,0.35,5,6,0.4525964856147766
layer_5,p011,0.35,5,7,0.45779240131378174
layer_5,p011,0.35,5,8,0.32593658566474915
layer_5,p011,0.35,5,9,0.35920286178588867
layer_5,p011,0.35,5,10,0.2746121287345886
layer_5,p011,0.35,5,11,0.25450822710990906
layer_5,p011,0.35,5,12,0.24003095924854279
layer_5,p011,0.35,5,13,0.2352459877729416
layer_5,p011,0.35,5,14,0.2841495871543884
layer_5,p011,0.35,5,15,0.2956570088863373
layer_5,p012,0.35,5,0,0.43764838576316833
layer_5,p012,0.35,5,1,0.19390015304088593
layer_5,p012,0.35,5,2,0.1990881860256195
layer_5,p012,0.35,5,3,0.269531786441803
layer_5,p012,0.35,5,4,0.3096393346786499
layer_5,p012,0.35,5,5,0.7344182729721069
layer_5,p012,0.35,5,6,0.4652206301689148
layer_5,p012,0.35,5,7,0.4610902965068817
layer_5,p012,0.35,5,8,0.314127653837204
layer_5,p012,0.35,5,9,0.3698965609073639
layer_5,p012,0.35,5,10,0.28050681948661804
layer_5,p012,0.35,5,11,0.25169190764427185
layer_5,p012,0.35,5,12,0.23921261727809906
layer_5,p012,0.35,5,13,0.23902103304862976
layer_5,p012,0.35,5,14,0.2992195188999176
layer_5,p012,0.35,5,15,0.29510751366615295
layer_5,p013,0.35,5,0,0.4418157637119293
layer_5,p013,0.35,5,1,0.19556041061878204
layer_5,p013,0.35,5,2,0.19793854653835297
layer_5,p013,0.35,5,3,0.27351808547973633
layer_5,p013,0.35,5,4,0.3116585314273834
layer_5,p013,0.35,5,5,0.7335454225540161
layer_5,p013,0.35,5,6,0.45178908109664917
layer_5,p013,0.35,5,7,0.4663553833961487
layer_5,p013,0.35,5,8,0.3145678639411926
layer_5,p013,0.35,5,9,0.35490381717681885
layer_5,p013,0.35,5,10,0.2706422507762909
layer_5,p013,0.35,5,11,0.25294941663742065
layer_5,p013,0.35,5,12,0.24178563058376312
layer_5,p013,0.35,5,13,0.23463337123394012
layer_5,p013,0.35,5,14,0.2901301383972168
layer_5,p013,0.35,5,15,0.2948107421398163
layer_5,p014,0.35,5,0,0.44040045142173767
layer_5,p014,0.35,5,1,0.19852569699287415
layer_5,p014,0.35,5,2,0.20691289007663727
layer_5,p014,0.35,5,3,0.268385648727417
layer_5,p014,0.35,5,4,0.30897656083106995
layer_5,p014,0.35,5,5,0.737716794013977
layer_5,p014,0.35,5,6,0.4676989018917084
layer_5,p014,0.35,5,7,0.469438374042511
layer_5,p014,0.35,5,8,0.31948429346084595
layer_5,p014,0.35,5,9,0.3713998794555664
layer_5,p014,0.35,5,10,0.2950006127357483
layer_5,p014,0.35,5,11,0.2757948040962219
layer_5,p014,0.35,5,12,0.2536812424659729
layer_5,p014,0.35,5,13,0.24803726375102997
layer_5,p014,0.35,5,14,0.31346452236175537
layer_5,p014,0.35,5,15,0.31089282035827637
layer_5,p015,0.35,5,0,0.44766438007354736
layer_5,p015,0.35,5,1,0.19999223947525024
layer_5,p015,0.35,5,2,0.20095445215702057
layer_5,p015,0.35,5,3,0.2755257189273834
layer_5,p015,0.35,5,4,0.3195750415325165
layer_5,p015,0.35,5,5,0.7372958064079285
layer_5,p015,0.35,5,6,0.4533214569091797
layer_5,p015,0.35,5,7,0.45533788204193115
layer_5,p015,0.35,5,8,0.3275049924850464
layer_5,p015,0.35,5,9,0.36226436495780945
layer_5,p015,0.35,5,10,0.2756554186344147
layer_5,p015,0.35,5,11,0.2653312087059021
layer_5,p015,0.35,5,12,0.2452591061592102
layer_5,p015,0.35,5,13,0.24097074568271637
layer_5,p015,0.35,5,14,0.29087358713150024
layer_5,p015,0.35,5,15,0.2982783019542694
layer_5,p016,0.35,5,0,0.44366195797920227
layer_5,p016,0.35,5,1,0.19755172729492188
layer_5,p016,0.35,5,2,0.19567568600177765
layer_5,p016,0.35,5,3,0.2655965983867645
layer_5,p016,0.35,5,4,0.31398507952690125
layer_5,p016,0.35,5,5,0.7323803901672363
layer_5,p016,0.35,5,6,0.44192612171173096
layer_5,p016,0.35,5,7,0.43736112117767334
layer_5,p016,0.35,5,8,0.3141185939311981
layer_5,p016,0.35,5,9,0.3714076280593872
layer_5,p016,0.35,5,10,0.2781374454498291
layer_5,p016,0.35,5,11,0.25919610261917114
layer_5,p016,0.35,5,12,0.24381059408187866
layer_5,p016,0.35,5,13,0.24250230193138123
layer_5,p016,0.35,5,14,0.29406610131263733
layer_5,p016,0.35,5,15,0.29234579205513
layer_5,p017,0.35,5,0,0.4338805079460144
layer_5,p017,0.35,5,1,0.19526739418506622
layer_5,p017,0.35,5,2,0.19694621860980988
layer_5,p017,0.35,5,3,0.2709256112575531
layer_5,p017,0.35,5,4,0.31675073504447937
layer_5,p017,0.35,5,5,0.7368263006210327
layer_5,p017,0.35,5,6,0.4553608000278473
layer_5,p017,0.35,5,7,0.44995227456092834
layer_5,p017,0.35,5,8,0.32186970114707947
layer_5,p017,0.35,5,9,0.3771575689315796
layer_5,p017,0.35,5,10,0.2948058247566223
layer_5,p017,0.35,5,11,0.2620519697666168
layer_5,p017,0.35,5,12,0.24584966897964478
layer_5,p017,0.35,5,13,0.24680522084236145
layer_5,p017,0.35,5,14,0.30097752809524536
layer_5,p017,0.35,5,15,0.30216920375823975
layer_5,p018,0.35,5,0,0.4508199691772461
layer_5,p018,0.35,5,1,0.2022630274295807
layer_5,p018,0.35,5,2,0.19818559288978577
layer_5,p018,0.35,5,3,0.2642325758934021
layer_5,p018,0.35,5,4,0.31533291935920715
layer_5,p018,0.35,5,5,0.7330421209335327
layer_5,p018,0.35,5,6,0.44455164670944214
layer_5,p018,0.35,5,7,0.45054930448532104
layer_5,p018,0.35,5,8,0.32015299797058105
layer_5,p018,0.35,5,9,0.35748955607414246
layer_5,p018,0.35,5,10,0.28205406665802
layer_5,p018,0.35,5,11,0.2682832181453705
layer_5,p018,0.35,5,12,0.24698962271213531
layer_5,p018,0.35,5,13,0.24273882806301117
layer_5,p018,0.35,5,14,0.29813438653945923
layer_5,p018,0.35,5,15,0.3042576014995575
layer_5,p019,0.35,5,0,0.4441007375717163
layer_5,p019,0.35,5,1,0.1977953016757965
layer_5,p019,0.35,5,2,0.19855664670467377
layer_5,p019,0.35,5,3,0.27290278673171997
layer_5,p019,0.35,5,4,0.32048070430755615
layer_5,p019,0.35,5,5,0.7349694967269897
layer_5,p019,0.35,5,6,0.45885682106018066
layer_5,p019,0.35,5,7,0.443764328956604
layer_5,p019,0.35,5,8,0.31618255376815796
layer_5,p019,0.35,5,9,0.37149131298065186
layer_5,p019,0.35,5,10,0.28448787331581116
layer_5,p019,0.35,5,11,0.2676072418689728
layer_5,p019,0.35,5,12,0.2489149570465088
layer_5,p019,0.35,5,13,0.24592901766300201
layer_5,p019,0.35,5,14,0.305478572845459
layer_5,p019,0.35,5,15,0.3039229214191437
layer_5,p020,0.35,5,0,0.4494551122188568
layer_5,p020,0.35,5,1,0.19702722132205963
layer_5,p020,0.35,5,2,0.19716952741146088
layer_5,p020,0.35,5,3,0.2673284113407135
layer_5,p020,0.35,5,4,0.3202207386493683
layer_5,p020,0.35,5,5,0.7335407137870789
layer_5,p020,0.35,5,6,0.4507969617843628
layer_5,p020,0.35,5,7,0.43802767992019653
layer_5,p020,0.35,5,8,0.30295926332473755
layer_5,p020,0.35,5,9,0.365009069442749
layer_5,p020,0.35,5,10,0.2881411612033844
layer_5,p020,0.35,5,11,0.270255982875824
layer_5,p020,0.35,5,12,0.24975626170635223
layer_5,p020,0.35,5,13,0.24843062460422516
layer_5,p020,0.35,5,14,0.300020307302475
layer_5,p020,0.35,5,15,0.30547311902046204
layer_5,p021,0.35,5,0,0.44173505902290344
layer_5,p021,0.35,5,1,0.19578129053115845
layer_5,p021,0.35,5,2,0.19890934228897095
layer_5,p021,0.35,5,3,0.2688900828361511
layer_5,p021,0.35,5,4,0.3157864212989807
layer_5,p021,0.35,5,5,0.7333072423934937
layer_5,p021,0.35,5,6,0.4507025480270386
layer_5,p021,0.35,5,7,0.43230512738227844
layer_5,p021,0.35,5,8,0.3014310598373413
layer_5,p021,0.35,5,9,0.36713066697120667
layer_5,p021,0.35,5,10,0.2884919047355652
layer_5,p021,0.35,5,11,0.26402032375335693
layer_5,p021,0.35,5,12,0.2513102889060974
layer_5,p021,0.35,5,13,0.24514946341514587
layer_5,p021,0.35,5,14,0.30193227529525757
layer_5,p021,0.35,5,15,0.3049260973930359
layer_5,p022,0.35,5,0,0.4400150775909424
layer_5,p022,0.35,5,1,0.1973130702972412
layer_5,p022,0.35,5,2,0.19608765840530396
layer_5,p022,0.35,5,3,0.27433863282203674
layer_5,p022,0.35,5,4,0.3192670941352844
layer_5,p022,0.35,5,5,0.7324646711349487
layer_5,p022,0.35,5,6,0.45229020714759827
layer_5,p022,0.35,5,7,0.44619810581207275
layer_5,p022,0.35,5,8,0.3014525771141052
layer_5,p022,0.35,5,9,0.35550203919410706
layer_5,p022,0.35,5,10,0.2717393636703491
layer_5,p022,0.35,5,11,0.2475631684064865
layer_5,p022,0.35,5,12,0.2376323640346527
layer_5,p022,0.35,5,13,0.2290162444114685
layer_5,p022,0.35,5,14,0.2777073085308075
layer_5,p022,0.35,5,15,0.2835225462913513
layer_5,p023,0.35,5,0,0.4443279206752777
layer_5,p023,0.35,5,1,0.19805894792079926
layer_5,p023,0.35,5,2,0.2032349407672882
layer_5,p023,0.35,5,3,0.270079642534256
layer_5,p023,0.35,5,4,0.31501641869544983
layer_5,p023,0.35,5,5,0.7368950843811035
layer_5,p023,0.35,5,6,0.46192675828933716
layer_5,p023,0.35,5,7,0.4505563974380493
layer_5,p023,0.35,5,8,0.30859464406967163
layer_5,p023,0.35,5,9,0.3623383343219757
layer_5,p023,0.35,5,10,0.2849082350730896
layer_5,p023,0.35,5,11,0.2722713053226471
layer_5,p023,0.35,5,12,0.24923175573349
layer_5,p023,0.35,5,13,0.2505709230899811
layer_5,p023,0.35,5,14,0.30905893445014954
layer_5,p023,0.35,5,15,0.31404733657836914
layer_6,p000,0.35,6,0,0.4484134912490845
layer_6,p000,0.35,6,1,0.19525818526744843
layer_6,p000,0.35,6,2,0.19484412670135498
layer_6,p000,0.35,6,3,0.2666478157043457
layer_6,p000,0.35,6,4,0.3148007392883301
layer_6,p000,0.35,6,5,0.34071996808052063
layer_6,p000,0.35,6,6,0.7383459210395813
layer_6,p000,0.35,6,7,0.44688594341278076
layer_6,p000,0.35,6,8,0.3724691867828369
layer_6,p000,0.35,6,9,0.3781268298625946
layer_6,p000,0.35,6,10,0.28804075717926025
layer_6,p000,0.35,6,11,0.2765580117702484
layer_6,p000,0.35,6,12,0.2534445822238922
layer_6,p000,0.35,6,13,0.23885875940322876
layer_6,p000,0.35,6,14,0.3007308542728424
layer_6,p000,0.35,6,15,0.2963601350784302
layer_6,p001,0.35,6,0,0.44161733984947205
layer_6,p001,0.35,6,1,0.19611966609954834
layer_6,p001,0.35,6,2,0.20238564908504486
layer_6,p001,0.35,6,3,0.27808019518852234
layer_6,p001,0.35,6,4,0.3168395459651947
layer_6,p001,0.35,6,5,0.3357599377632141
layer_6,p001,0.35,6,6,0.7389717102050781
layer_6,p001,0.35,6,7,0.437396764755249
layer_6,p001,0.35,6,8,0.35701701045036316
layer_6,p001,0.35,6,9,0.3826814293861389
layer_6,p001,0.35,6,10,0.3019862473011017
layer_6,p001,0.35,6,11,0.28854501247406006
layer_6,p001,0.35,6,12,0.2507737874984741
layer_6,p001,0.35,6,13,0.2342233806848526
layer_6,p001,0.35,6,14,0.29745912551879883
layer_6,p001,0.35,6,15,0.2951625883579254
layer_6,p002,0.35,6,0,0.4415439963340759
layer_6,p002,0.35,6,1,0.19741012156009674
layer_6,p002,0.35,6,2,0.1976688653230667
layer_6,p002,0.35,6,3,0.27140671014785767
layer_6,p002,0.35,6,4,0.31706711649894714
layer_6,p002,0.35,6,5,0.3339287340641022
layer_6,p002,0.35,6,6,0.7383058071136475
layer_6,p002,0.35,6,7,0.4369848668575287
layer_6,p002,0.35,6,8,0.3674244284629822
layer_6,p002,0.35,6,9,0.37703216075897217
layer_6,p002,0.35,6,10,0.300856351852417
layer_6,p002,0.35,6,11,0.28624117374420166
layer_6,p002,0.35,6,12,0.249044731259346
layer_6,p002,0.35,6,13,0.23372100293636322
layer_6,p002,0.35,6,14,0.2920599579811096
layer_6,p002,0.35,6,15,0.28870218992233276
layer_6,p003,0.35,6,0,0.44388318061828613
layer_6,p003,0.35,6,1,0.20346508920192719
layer_6,p003,0.35,6,2,0.20230701565742493
layer_6,p003,0.35,6,3,0.26791083812713623
layer_6,p003,0.35,6,4,0.3180222809314728
layer_6,p003,0.35,6,5,0.3384714722633362
layer_6,p003,0.35,6,6,0.7385419607162476
layer_6,p003,0.35,6,7,0.45317038893699646
layer_6,p003,0.35,6,8,0.38104447722435
layer_6,p003,0.35,6,9,0.3956966698169708
layer_6,p003,0.35,6,10,0.30867090821266174
layer_6,p003,0.35,6,11,0.294088214635849
layer_6,p003,0.35,6,12,0.25550132989883423
layer_6,p003,0.35,6,13,0.24163289368152618
layer_6,p003,0.35,6,14,0.3102230429649353
layer_6,p003,0.35,6,15,0.2983831465244293
layer_6,p004,0.35,6,0,0.4500935971736908
layer_6,p004,0.35,6,1,0.20001351833343506
layer_6,p004,0.35,6,2,0.2008141279220581
layer_6,p004,0.35,6,3,0.2716977298259735
layer_6,p004,0.35,6,4,0.3144890367984772
layer_6,p004,0.35,6,5,0.3366141617298126
layer_6,p004,0.35,6,6,0.7416732311248779
layer_6,p004,0.35,6,7,0.4295114576816559
layer_6,p004,0.35,6,8,0.35812586545944214
layer_6,p004,0.35,6,9,0.3753419518470764
layer_6,p004,0.35,6,10,0.29125815629959106
layer_6,p004,0.35,6,11,0.281273752450943
layer_6,p004,0.35,6,12,0.24841396510601044
layer_6,p004,0.35,6,13,0.22825025022029877
layer_6,p004,0.35,6,14,0.2918449640274048
layer_6,p004,0.35,6,15,0.29194554686546326
layer_6,p005,0.35,6,0,0.44146692752838135
layer_6,p005,0.35,6,1,0.1979309767484665
layer_6,p005,0.35,6,2,0.20218081772327423
layer_6,p005,0.35,6,3,0.27267372608184814
layer_6,p005,0.35,6,4,0.31621190905570984
layer_6,p005,0.35,6,5,0.33986422419548035
layer_6,p005,0.35,6,6,0.7390140295028687
layer_6,p005,0.35,6,7,0.43290847539901733
layer_6,p005,0.35,6,8,0.36253029108047485
layer_6,p005,0.35,6,9,0.38880643248558044
layer_6,p005,0.35,6,10,0.3103077709674835
layer_6,p005,0.35,6,11,0.29724305868148804
layer_6,p005,0.35,6,12,0.2568173110485077
layer_6,p005,0.35,6,13,0.2425948977470398
layer_6,p005,0.35,6,14,0.3065125346183777
layer_6,p005,0.35,6,15,0.2936931848526001
layer_6,p006,0.35,6,0,0.4467167258262634
layer_6,p006,0.35,6,1,0.198538139462471
layer_6,p006,0.35,6,2,0.2007039338350296
layer_6,p006,0.35,6,3,0.27003222703933716
layer_6,p006,0.35,6,4,0.3124435245990753
layer_6,p006,0.35,6,5,0.330862820148468
layer_6,p006,0.35,6,6,0.7385666966438293
layer_6,p006,0.35,6,7,0.43146729469299316
layer_6,p006,0.35,6,8,0.3631656765937805
layer_6,p006,0.35,6,9,0.37587589025497437
layer_6,p006,0.35,6,10,0.2952989637851715
layer_6,p006,0.35,6,11,0.2808355391025543
layer_6,p006,0.35,6,12,0.2416459619998932
layer_6,p006,0.35,6,13,0.22333656251430511
layer_6,p006,0.35,6,14,0.28418809175491333
layer_6,p006,0.35,6,15,0.28635373711586
layer_6,p007,0.35,6,0,0.4403177797794342
layer_6,p007,0.35,6,1,0.19706422090530396
layer_6,p007,0.35,6,2,0.20062915980815887
layer_6,p007,0.35,6,3,0.2742779552936554
layer_6,p007,0.35,6,4,0.3202591836452484
layer_6,p007,0.35,6,5,0.33462828397750854
layer_6,p007,0.35,6,6,0.7386943697929382
layer_6,p007,0.35,6,7,0.44965237379074097
layer_6,p007,0.35,6,8,0.36202552914619446
layer_6,p007,0.35,6,9,0.3844355642795563
layer_6,p007,0.35,6,10,0.2982402741909027
layer_6,p007,0.35,6,11,0.28399965167045593
layer_6,p007,0.35,6,12,0.24901223182678223
layer_6,p007,0.35,6,13,0.23476111888885498
layer_6,p007,0.35,6,14,0.29684361815452576
layer_6,p007,0.35,6,15,0.2905595600605011
layer_6,p008,0.35,6,0,0.4463149309158325
layer_6,p008,0.35,6,1,0.1999443769454956
layer_6,p008,0.35,6,2,0.20104093849658966
layer_6,p008,0.35,6,3,0.2696601152420044
layer_6,p008,0.35,6,4,0.31436413526535034
layer_6,p008,0.35,6,5,0.3370177447795868
layer_6,p008,0.35,6,6,0.7375141382217407
layer_6,p008,0.35,6,7,0.433778315782547
layer_6,p008,0.35,6,8,0.3752484619617462
layer_6,p008,0.35,6,9,0.38116654753685
layer_6,p008,0.35,6,10,0.3011482059955597
layer_6,p008,0.35,6,11,0.2875663936138153
layer_6,p008,0.35,6,12,0.2471708506345749
layer_6,p008,0.35,6,13,0.23593619465827942
layer_6,p008,0.35,6,14,0.29125210642814636
layer_6,p008,0.35,6,15,0.28856632113456726
layer_6,p009,0.35,6,0,0.446014404296875
layer_6,p009,0.35,6,1,0.19985531270503998
layer_6,p009,0.35,6,2,0.1985655128955841
layer_6,p009,0.35,6,3,0.2669031322002411
layer_6,p009,0.35,6,4,0.31354424357414246
layer_6,p009,0.35,6,5,0.33822259306907654
layer_6,p009,0.35,6,6,0.7400867342948914
layer_6,p009,0.35,6,7,0.44415685534477234
layer_6,p009,0.35,6,8,0.3702070713043213
layer_6,p009,0.35,6,9,0.3797563314437866
layer_6,p009,0.35,6,10,0.3007311224937439
layer_6,p009,0.35,6,11,0.27882662415504456
layer_6,p009,0.35,6,12,0.24507483839988708
layer_6,p009,0.35,6,13,0.23456726968288422
layer_6,p009,0.35,6,14,0.2964111566543579
layer_6,p009,0.35,6,15,0.2941630780696869
layer_6,p010,0.35,6,0,0.4420279562473297
layer_6,p010,0.35,6,1,0.19763249158859253
layer_6,p010,0.35,6,2,0.19838209450244904
layer_6,p010,0.35,6,3,0.2744579613208771
layer_6,p010,0.35,6,4,0.31639859080314636
layer_6,p010,0.35,6,5,0.3377498984336853
layer_6,p010,0.35,6,6,0.7352592945098877
layer_6,p010,0.35,6,7,0.4460398852825165
layer_6,p010,0.35,6,8,0.3825204074382782
layer_6,p010,0.35,6,9,0.382171630859375
layer_6,p010,0.35,6,10,0.2973472774028778
layer_6,p010,0.35,6,11,0.28044527769088745
layer_6,p010,0.35,6,12,0.2540227770805359
layer_6,p010,0.35,6,13,0.2309621423482895
layer_6,p010,0.35,6,14,0.2938375771045685
layer_6,p010,0.35,6,15,0.29616332054138184
layer_6,p011,0.35,6,0,0.44477134943008423
layer_6,p011,0.35,6,1,0.19593839347362518
layer_6,p011,0.35,6,2,0.1957138329744339
layer_6,p011,0.35,6,3,0.2678624093532562
layer_6,p011,0.35,6,4,0.3163745105266571
layer_6,p011,0.35,6,5,0.34116488695144653
layer_6,p011,0.35,6,6,0.7370709776878357
layer_6,p011,0.35,6,7,0.4430091977119446
layer_6,p011,0.35,6,8,0.3777942955493927
layer_6,p011,0.35,6,9,0.3796711266040802
layer_6,p011,0.35,6,10,0.2945173680782318
layer_6,p011,0.35,6,11,0.2712826132774353
layer_6,p011,0.35,6,12,0.24869105219841003
layer_6,p011,0.35,6,13,0.23206400871276855
layer_6,p011,0.35,6,14,0.29410305619239807
layer_6,p011,0.35,6,15,0.29206234216690063
layer_6,p012,0.35,6,0,0.4374200701713562
layer_6,p012,0.35,6,1,0.19441568851470947
layer_6,p012,0.35,6,2,0.1988237500190735
layer_6,p012,0.35,6,3,0.26948168873786926
layer_6,p012,0.35,6,4,0.30970779061317444
layer_6,p012,0.35,6,5,0.33466681838035583
layer_6,p012,0.35,6,6,0.7399728298187256
layer_6,p012,0.35,6,7,0.44655224680900574
layer_6,p012,0.35,6,8,0.37968742847442627
layer_6,p012,0.35,6,9,0.3857845962047577
layer_6,p012,0.35,6,10,0.3043513000011444
layer_6,p012,0.35,6,11,0.2908629775047302
layer_6,p012,0.35,6,12,0.24922515451908112
layer_6,p012,0.35,6,13,0.23253634572029114
layer_6,p012,0.35,6,14,0.29295802116394043
layer_6,p012,0.35,6,15,0.28427138924598694
layer_6,p013,0.35,6,0,0.443421870470047
layer_6,p013,0.35,6,1,0.19454388320446014
layer_6,p013,0.35,6,2,0.19823046028614044
layer_6,p013,0.35,6,3,0.2735551595687866
layer_6,p013,0.35,6,4,0.31103751063346863
layer_6,p013,0.35,6,5,0.3362656533718109
layer_6,p013,0.35,6,6,0.7386180758476257
layer_6,p013,0.35,6,7,0.4440320134162903
layer_6,p013,0.35,6,8,0.37527352571487427
layer_6,p013,0.35,6,9,0.37058642506599426
layer_6,p013,0.35,6,10,0.2929815649986267
layer_6,p013,0.35,6,11,0.28008899092674255
layer_6,p013,0.35,6,12,0.24802500009536743
layer_6,p013,0.35,6,13,0.22967347502708435
layer_6,p013,0.35,6,14,0.29016244411468506
layer_6,p013,0.35,6,15,0.2877143323421478
layer_6,p014,0.35,6,0,0.4406310021877289
layer_6,p014,0.35,6,1,0.19570691883563995
layer_6,p014,0.35,6,2,0.2062820941209793
layer_6,p014,0.35,6,3,0.27577903866767883
layer_6,p014,0.35,6,4,0.31246063113212585
layer_6,p014,0.35,6,5,0.3429105579853058
layer_6,p014,0.35,6,6,0.7421984672546387
layer_6,p014,0.35,6,7,0.4418770670890808
layer_6,p014,0.35,6,8,0.3717694580554962
layer_6,p014,0.35,6,9,0.3888080418109894
layer_6,p014,0.35,6,10,0.30950528383255005
layer_6,p014,0.35,6,11,0.299203485250473
layer_6,p014,0.35,6,12,0.2537252902984619
layer_6,p014,0.35,6,13,0.23818044364452362
layer_6,p014,0.35,6,14,0.3016410768032074
layer_6,p014,0.35,6,15,0.3000009059906006
layer_6,p015,0.35,6,0,0.4485852122306824
layer_6,p015,0.35,6,1,0.19893984496593475
layer_6,p015,0.35,6,2,0.20087620615959167
layer_6,p015,0.35,6,3,0.27529847621917725
layer_6,p015,0.35,6,4,0.319353312253952
layer_6,p015,0.35,6,5,0.34223654866218567
layer_6,p015,0.35,6,6,0.7404254674911499
layer_6,p015,0.35,6,7,0.44937974214553833
layer_6,p015,0.35,6,8,0.37281370162963867
layer_6,p015,0.35,6,9,0.3749109208583832
layer_6,p015,0.35,6,10,0.2934615910053253
layer_6,p015,0.35,6,11,0.27940696477890015
layer_6,p015,0.35,6,12,0.24866627156734467
layer_6,p015,0.35,6,13,0.23525172472000122
layer_6,p015,0.35,6,14,0.29565146565437317
layer_6,p015,0.35,6,15,0.2958681583404541
layer_6,p016,0.35,6,0,0.4409983456134796
layer_6,p016,0.35,6,1,0.19575801491737366
layer_6,p016,0.35,6,2,0.19600708782672882
layer_6,p016,0.35,6,3,0.2712323069572449
layer_6,p016,0.35,6,4,0.31866079568862915
layer_6,p016,0.35,6,5,0.3308413326740265
layer_6,p016,0.35,6,6,0.7375243306159973
layer_6,p016,0.35,6,7,0.4289022982120514
layer_6,p016,0.35,6,8,0.36186617612838745
layer_6,p016,0.35,6,9,0.37571051716804504
layer_6,p016,0.35,6,10,0.2873876094818115
layer_6,p016,0.35,6,11,0.2740831971168518
layer_6,p016,0.35,6,12,0.2433701604604721
layer_6,p016,0.35,6,13,0.22970037162303925
layer_6,p016,0.35,6,14,0.28569459915161133
layer_6,p016,0.35,6,15,0.2845188081264496
layer_6,p017,0.35,6,0,0.4357289969921112
layer_6,p017,0.35,6,1,0.19418580830097198
layer_6,p017,0.35,6,2,0.19730620086193085
layer_6,p017,0.35,6,3,0.2715016305446625
layer_6,p017,0.35,6,4,0.3165530264377594
layer_6,p017,0.35,6,5,0.33787310123443604
layer_6,p017,0.35,6,6,0.7389384508132935
layer_6,p017,0.35,6,7,0.4506899118423462
layer_6,p017,0.35,6,8,0.37386375665664673
layer_6,p017,0.35,6,9,0.3839402198791504
layer_6,p017,0.35,6,10,0.2997986376285553
layer_6,p017,0.35,6,11,0.28753602504730225
layer_6,p017,0.35,6,12,0.24679046869277954
layer_6,p017,0.35,6,13,0.2386750876903534
layer_6,p017,0.35,6,14,0.29567065834999084
layer_6,p017,0.35,6,15,0.29451754689216614
layer_6,p018,0.35,6,0,0.451530784368515
layer_6,p018,0.35,6,1,0.20174087584018707
layer_6,p018,0.35,6,2,0.19858096539974213
layer_6,p018,0.35,6,3,0.2647686302661896
layer_6,p018,0.35,6,4,0.3156620264053345
layer_6,p018,0.35,6,5,0.3374023735523224
layer_6,p018,0.35,6,6,0.7345945835113525
layer_6,p018,0.35,6,7,0.42489051818847656
layer_6,p018,0.35,6,8,0.3643942177295685
layer_6,p018,0.35,6,9,0.383163720369339
layer_6,p018,0.35,6,10,0.307280957698822
layer_6,p018,0.35,6,11,0.2858749032020569
layer_6,p018,0.35,6,12,0.2561935782432556
layer_6,p018,0.35,6,13,0.23967169225215912
layer_6,p018,0.35,6,14,0.3020317256450653
layer_6,p018,0.35,6,15,0.2958814203739166
layer_6,p019,0.35,6,0,0.4449242353439331
layer_6,p019,0.35,6,1,0.19699978828430176
layer_6,p019,0.35,6,2,0.1984042078256607
layer_6,p019,0.35,6,3,0.2722941040992737
layer_6,p019,0.35,6,4,0.3200235366821289
layer_6,p019,0.35,6,5,0.3397650122642517
layer_6,p019,0.35,6,6,0.7386763095855713
layer_6,p019,0.35,6,7,0.4504205882549286
layer_6,p019,0.35,6,8,0.3717617094516754
layer_6,p019,0.35,6,9,0.3856627345085144
layer_6,p019,0.35,6,10,0.3039751946926117
layer_6,p019,0.35,6,11,0.28939929604530334
layer_6,p019,0.35,6,12,0.25317227840423584
layer_6,p019,0.35,6,13,0.23971131443977356
layer_6,p019,0.35,6,14,0.30648329854011536
layer_6,p019,0.35,6,15,0.298423707485199
layer_6,p020,0.35,6,0,0.45096302032470703
layer_6,p020,0.35,6,1,0.19586652517318726
layer_6,p020,0.35,6,2,0.19711226224899292
layer_6,p020,0.35,6,3,0.2677222788333893
layer_6,p020,0.35,6,4,0.3197503089904785
layer_6,p020,0.35,6,5,0.33927083015441895
layer_6,p020,0.35,6,6,0.7369035482406616
layer_6,p020,0.35,6,7,0.4341646432876587
layer_6,p020,0.35,6,8,0.36208680272102356
layer_6,p020,0.35,6,9,0.3782162368297577
layer_6,p020,0.35,6,10,0.2949599623680115
layer_6,p020,0.35,6,11,0.28166458010673523
layer_6,p020,0.35,6,12,0.2520658075809479
layer_6,p020,0.35,6,13,0.23775334656238556
layer_6,p020,0.35,6,14,0.298664927482605
layer_6,p020,0.35,6,15,0.2968175411224365
layer_6,p021,0.35,6,0,0.44283467531204224
layer_6,p021,0.35,6,1,0.19482506811618805
layer_6,p021,0.35,6,2,0.19894766807556152
layer_6,p021,0.35,6,3,0.26938095688819885
layer_6,p021,0.35,6,4,0.3154646158218384
layer_6,p021,0.35,6,5,0.338413804769516
layer_6,p021,0.35,6,6,0.73604416847229
layer_6,p021,0.35,6,7,0.44540563225746155
layer_6,p021,0.35,6,8,0.36506521701812744
layer_6,p021,0.35,6,9,0.3816268742084503
layer_6,p021,0.35,6,10,0.3049301505088806
layer_6,p021,0.35,6,11,0.28653135895729065
layer_6,p021,0.35,6,12,0.24967089295387268
layer_6,p021,0.35,6,13,0.2391502410173416
layer_6,p021,0.35,6,14,0.3038437068462372
