condition,prompt_id,beta_ratio,layers,target,answer,correct,semantic_drift,attention_entropy,answer_tokens,repeat_frac,coherence_proxy
layer_5,p057,0.35,5,Ada-057 DN-8623,DN-8623,0,0.39943182468414307,0.3349522380158305,2,0.5,1.0
layer_5,p058,0.35,5,Quinn-058 AX-3134,AX-3134,0,0.47993648052215576,0.3290924811735749,2,0.5,1.0
layer_5,p059,0.35,5,Hugo-059 CY-5132,The code: CY-5132,0,0.3228578567504883,0.33858785033226013,4,0.25,1.0
layer_5,p060,0.35,5,Mira-060 CY-6371,Mira-060,0,0.502119779586792,0.34114097617566586,2,0.5,1.0
layer_5,p061,0.35,5,Elena-061 CY-2333,Elena-061,0,0.4890846610069275,0.3341885535046458,2,0.5,1.0
layer_5,p062,0.35,5,Quinn-062 AX-3163,AX-3163,0,0.4750688076019287,0.33328475803136826,2,0.5,1.0
layer_5,p063,0.35,5,Luca-063 DN-3598,DN-3598,0,0.40416574478149414,0.33260702062398195,2,0.5,1.0
layer_5,p064,0.35,5,Silas-064 EV-9480,Silas-064,0,0.4093499183654785,0.3344067633152008,2,0.5,1.0
layer_5,p065,0.35,5,Rhea-065 BR-7769,BR-7769,0,0.473283052444458,0.3377709975466132,2,0.5,1.0
layer_5,p066,0.35,5,Hugo-066 CY-4805,Hugo-066,0,0.5002443790435791,0.33162069600075483,2,0.5,1.0
layer_5,p067,0.35,5,Hugo-067 BR-6355,Hugo-067,0,0.4720335006713867,0.3324276339262724,2,0.5,1.0
layer_5,p068,0.35,5,Silas-068 EV-3810,Code: EV-3810,0,0.40956026315689087,0.3368225712329149,3,0.3333333333333333,1.0
layer_5,p069,0.35,5,Basil-069 EV-6954,EV-6954,0,0.4206124544143677,0.3368393713608384,2,0.5,1.0
layer_5,p070,0.35,5,Dante-070 CY-6228,Answer: CY-6228,0,0.34275633096694946,0.3471176438033581,3,0.3333333333333333,1.0
layer_5,p071,0.35,5,Nolan-071 AX-6681,AX-6681,0,0.4707688093185425,0.3398216515779495,2,0.5,1.0
layer_5,p072,0.35,5,Pavel-072 DN-6688,Copper Lantern Code: Pavel-072,0,0.3848077058792114,0.3332480117678642,5,0.2,1.0
layer_5,p073,0.35,5,Mira-073 DN-1412,Mira-073,0,0.5232775211334229,0.3313059890642762,2,0.5,1.0
layer_5,p074,0.35,5,Opal-074 CY-3777,Opal-074,0,0.46623289585113525,0.3352676434442401,2,0.5,1.0
layer_5,p075,0.35,5,Kira-075 EV-6711,Kira-075,0,0.498024582862854,0.3348149936646223,2,0.5,1.0
layer_5,p076,0.35,5,Iris-076 AX-2750,AX-2750,0,0.4792904853820801,0.3360438887029886,2,0.5,1.0
layer_5,p077,0.35,5,Mira-077 BR-8045,Mira-077,0,0.5013701915740967,0.33496432937681675,2,0.5,1.0
layer_5,p078,0.35,5,Nolan-078 DN-1322,Nolan-078,0,0.45786750316619873,0.3337045321241021,2,0.5,1.0
layer_5,p079,0.35,5,Silas-079 EV-4358,Silas-079,0,0.40415066480636597,0.3348483946174383,2,0.5,1.0
layer_5,p080,0.35,5,Mira-080 AX-2231,Mira-080,0,0.5097005367279053,0.3301745820790529,2,0.5,1.0
layer_5,p081,0.35,5,Cora-081 DN-4702,Cora-081,0,0.45023906230926514,0.3412652611732483,2,0.5,1.0
layer_5,p082,0.35,5,Ada-082 CY-5013,The green hourglass was hidden by code CY-5013.,0,0.16543060541152954,0.340700963512063,9,0.1111111111111111,1.0
layer_5,p083,0.35,5,Luca-083 AX-1188,AX-1188,0,0.49113035202026367,0.33046172745525837,2,0.5,1.0
layer_5,p084,0.35,5,Tara-084 EV-5866,Tara-084,0,0.45664769411087036,0.3341642441228032,2,0.5,1.0
layer_5,p085,0.35,5,Opal-085 DN-5039,Opal-085,0,0.4552494287490845,0.3361254082992673,2,0.5,1.0
layer_5,p086,0.35,5,Luca-086 AX-1751,AX-1751,0,0.5063614249229431,0.3347358088940382,2,0.5,1.0
layer_5,p087,0.35,5,Quinn-087 BR-5655,"Q: Who hid the brass telescope, and what was the code?
A: Quinn-087",0,0.1686769723892212,0.3391655134037137,14,0.14285714285714285,1.0
layer_5,p088,0.35,5,Pavel-088 CY-4150,Pavel-088,0,0.5255670249462128,0.33547820523381233,2,0.5,1.0
layer_5,p089,0.35,5,Pavel-089 AX-9205,AX-9205,0,0.49880439043045044,0.3335824264213443,2,0.5,1.0
layer_5,p090,0.35,5,Elena-090 EV-5227,Answer: EV-5227,0,0.2948189973831177,0.3446725979447365,3,0.3333333333333333,1.0
layer_5,p091,0.35,5,Ada-091 EV-3544,Ada-091,0,0.5989548563957214,0.3301627188920975,2,0.5,1.0
layer_5,p092,0.35,5,Dante-092 DN-1291,Dante-092,0,0.46053457260131836,0.3398055285215378,2,0.5,1.0
layer_5,p093,0.35,5,Basil-093 EV-2305,Basil-093,0,0.4903428554534912,0.3331953752785921,2,0.5,1.0
layer_5,p094,0.35,5,Felix-094 DN-7319,Felix-094,0,0.46465712785720825,0.33555157855153084,2,0.5,1.0
layer_5,p095,0.35,5,Mira-095 BR-8393,Mira-095,0,0.49524736404418945,0.34070596378296614,2,0.5,1.0
layer_5,p096,0.35,5,Cora-096 EV-8942,Cora-096,0,0.4581395983695984,0.33072725869715214,2,0.5,1.0
layer_5,p097,0.35,5,Cora-097 DN-9536,Cora-097,0,0.4386463165283203,0.33659908920526505,2,0.5,1.0
layer_5,p098,0.35,5,Basil-098 CY-2738,Basil-098,0,0.5113471150398254,0.3406182359904051,2,0.5,1.0
layer_5,p099,0.35,5,Iris-099 AX-8321,Iris-099,0,0.3745618462562561,0.33152066823095083,2,0.5,1.0
layer_6,p000,0.35,6,Kira-000 DN-1791,Kira-000 hid the copper lantern under code DN-1791.,1,0.23471051454544067,0.33440658170729876,10,0.1,1.0
layer_6,p001,0.35,6,Silas-001 BR-2013,Silas-001 hid the blue compass under code BR-2013.,1,0.1808774471282959,0.3346887119114399,10,0.1,1.0
layer_6,p002,0.35,6,Rhea-002 EV-1976,Rhea-002 hid the blue compass under code EV-1976.,1,0.2044926881790161,0.33308738842606544,10,0.1,1.0
layer_6,p003,0.35,6,Kira-003 CY-2199,Kira-003,0,0.4839266538619995,0.340688306838274,2,0.5,1.0
layer_6,p004,0.35,6,Cora-004 DN-2064,Cora-004 hid the green hourglass under code DN-2064.,1,0.2009972333908081,0.3319600820541382,10,0.1,1.0
layer_6,p005,0.35,6,Jules-005 BR-7519,Jules-005 hid the copper lantern under code BR-7519.,1,0.194411039352417,0.3375472854822874,10,0.1,1.0
layer_6,p006,0.35,6,Cora-006 BR-4800,Cora-006 hid the copper lantern under code BR-4800.,1,0.22375500202178955,0.33000198658555746,10,0.1,1.0
layer_6,p007,0.35,6,Rhea-007 DN-7536,Rhea-007.,0,0.4776250123977661,0.3347125547006726,2,0.5,1.0
layer_6,p008,0.35,6,Silas-008 EV-2662,Silas-008,0,0.4127679467201233,0.3342306111007929,2,0.5,1.0
layer_6,p009,0.35,6,Pavel-009 AX-3361,Pavel-009 hid the green hourglass under code AX-3361.,1,0.2224959135055542,0.33419289253652096,10,0.1,1.0
layer_6,p010,0.35,6,Felix-010 BR-9725,Felix-010.,0,0.4599798917770386,0.3353386614471674,2,0.5,1.0
layer_6,p011,0.35,6,Tara-011 DN-6726,Tara-011 hid the ivory key under code DN-6726.,1,0.2097550630569458,0.3332557138055563,10,0.1,1.0
layer_6,p012,0.35,6,Dante-012 BR-8832,Dante-012,0,0.4635474681854248,0.33441988099366426,2,0.5,1.0
layer_6,p013,0.35,6,Elena-013 EV-8771,Elena-013 hid the crimson marble under code EV-8771.,1,0.2107480764389038,0.3321381490677595,10,0.1,1.0
layer_6,p014,0.35,6,Hugo-014 CY-5249,Hugo-014 hid the crimson marble under code CY-5249.,1,0.20169591903686523,0.3387924851849675,10,0.1,1.0
layer_6,p015,0.35,6,Pavel-015 AX-2011,Pavel-015 hid the crimson marble under code AX-2011.,1,0.21754944324493408,0.33569535054266453,10,0.1,1.0
layer_6,p016,0.35,6,Quinn-016 EV-4267,Quinn-016 hid the crimson marble under code EV-4267.,1,0.18410766124725342,0.32889099698513746,10,0.1,1.0
layer_6,p017,0.35,6,Hugo-017 AX-4484,Hugo-017 hid the obsidian cup under code AX-4484.,1,0.19390547275543213,0.3352230954915285,10,0.1,1.0
layer_6,p018,0.35,6,Nolan-018 DN-6556,Nolan-018 hid the brass telescope under code DN-6556.,1,0.20255780220031738,0.3352289358153939,10,0.1,1.0
layer_6,p019,0.35,6,Cora-019 BR-2716,Cora-019 hid the blue compass under code BR-2716.,1,0.200819730758667,0.3381310822442174,10,0.1,1.0
layer_6,p020,0.35,6,Basil-020 DN-2186,Basil-020 hid the copper lantern under code DN-2186.,1,0.21299755573272705,0.3339989138767123,10,0.1,1.0
layer_6,p021,0.35,6,Elena-021 EV-4906,Elena-021 hid the amber violin under code EV-4906.,1,0.2163940668106079,0.33547526225447655,10,0.1,1.0
layer_6,p022,0.35,6,Ada-022 AX-1251,Ada-022 hid the green hourglass under code AX-1251.,1,0.19641655683517456,0.3294832268729806,10,0.1,1.0
layer_6,p023,0.35,6,Elena-023 CY-1891,Elena-023 hid the obsidian cup under code CY-1891.,1,0.19662725925445557,0.3356187902390957,10,0.1,1.0
layer_6,p024,0.35,6,Felix-024 DN-1059,Felix-024 hid the green hourglass under code DN-1059.,1,0.19040131568908691,0.3334448840469122,10,0.1,1.0
layer_6,p025,0.35,6,Iris-025 BR-5066,Iris-025 hid the brass telescope under code BR-5066.,1,0.19908344745635986,0.33465723786503077,10,0.1,1.0
layer_6,p026,0.35,6,Tara-026 CY-9096,Tara-026 hid the obsidian cup under code CY-9096.,1,0.21732336282730103,0.3346396144479513,10,0.1,1.0
layer_6,p027,0.35,6,Opal-027 AX-1308,Opal-027 hid the brass telescope under code AX-1308.,1,0.19789087772369385,0.3377866605296731,10,0.1,1.0
layer_6,p028,0.35,6,Opal-028 DN-2257,Opal-028 hid the violet kite under code DN-2257.,1,0.21542972326278687,0.3362328391522169,10,0.1,1.0
layer_6,p029,0.35,6,Dante-029 DN-5765,Dante-029 hid the silver thimble under code DN-5765.,1,0.19814741611480713,0.3370232079178095,10,0.1,1.0
layer_6,p030,0.35,6,Mira-030 BR-2222,Mira-030,0,0.5045777559280396,0.33333341870456934,2,0.5,1.0
layer_6,p031,0.35,6,Pavel-031 DN-5947,Pavel-031 hid the violet kite under code DN-5947.,1,0.2608306407928467,0.3316798144951463,10,0.1,1.0
layer_6,p032,0.35,6,Jules-032 CY-2064,"Jules-032 hid the green hourglass, and the code was CY-2064.",1,0.18291211128234863,0.3376572048291564,12,0.16666666666666666,1.0
layer_6,p033,0.35,6,Quinn-033 BR-7116,Quinn-033 hid the ivory key under code BR-7116.,1,0.19185233116149902,0.33360110968351364,10,0.1,1.0
layer_6,p034,0.35,6,Nolan-034 CY-5878,Nolan-034 hid the ivory key under code CY-5878.,1,0.1984373927116394,0.32906175777316093,10,0.1,1.0
layer_6,p035,0.35,6,Kira-035 DN-3287,Kira-035 hid the violet kite under code DN-3287.,1,0.2149256467819214,0.33389903232455254,10,0.1,1.0
layer_6,p036,0.35,6,Quinn-036 DN-5427,Quinn-036 hid the silver thimble under code DN-5427.,1,0.19081294536590576,0.33416127040982246,10,0.1,1.0
layer_6,p037,0.35,6,Ada-037 AX-7966,AX-7966,0,0.4377012848854065,0.33499907702207565,2,0.5,1.0
layer_6,p038,0.35,6,Rhea-038 AX-3058,Rhea-038 hid the amber violin under code AX-3058.,1,0.21132445335388184,0.3311575660482049,10,0.1,1.0
layer_6,p039,0.35,6,Tara-039 AX-9806,Tara-039 hid the amber violin under code AX-9806.,1,0.19701403379440308,0.33406776562333107,10,0.1,1.0
layer_6,p040,0.35,6,Nolan-040 CY-4732,Nolan-040 hid the blue compass under code CY-4732.,1,0.1931871771812439,0.3359192470088601,10,0.1,1.0
layer_6,p041,0.35,6,Greta-041 BR-4781,Greta-041 hid the green hourglass under code BR-4781.,1,0.1886744499206543,0.33482775930315256,10,0.1,1.0
layer_6,p042,0.35,6,Ada-042 BR-7805,Ada-042,0,0.5870275795459747,0.33326423540711403,2,0.5,1.0
layer_6,p043,0.35,6,Mira-043 CY-8248,Mira-043 hid the ivory key under code CY-8248.,1,0.20918875932693481,0.33796435967087746,10,0.1,1.0
layer_6,p044,0.35,6,Basil-044 BR-7106,Basil-044,0,0.5129040479660034,0.33358168695122004,2,0.5,1.0
layer_6,p045,0.35,6,Basil-045 BR-2029,Basil-045 hid the green hourglass under code BR-2029.,1,0.21088433265686035,0.3361593810841441,10,0.1,1.0
layer_6,p046,0.35,6,Opal-046 CY-8044,Opal-046,0,0.4715813398361206,0.33402036409825087,2,0.5,1.0
layer_6,p047,0.35,6,Felix-047 DN-2060,Felix-047,0,0.45774269104003906,0.3318031234666705,2,0.5,1.0
layer_6,p048,0.35,6,Hugo-048 DN-8551,"Hugo-048 hid the copper lantern, DN-8551.",1,0.20420873165130615,0.3346252432093024,8,0.125,1.0
layer_6,p049,0.35,6,Elena-049 EV-4084,Elena-049 hid the green hourglass under code EV-4084.,1,0.20497697591781616,0.3297616485506296,10,0.1,1.0
layer_6,p050,0.35,6,Luca-050 CY-4815,Luca-050 hid the amber violin under code CY-4815.,1,0.19884532690048218,0.33678026031702757,10,0.1,1.0
layer_6,p051,0.35,6,Kira-051 AX-4341,Kira-051 hid the copper lantern under code AX-4341.,1,0.19856393337249756,0.3335701460018754,10,0.1,1.0
layer_6,p052,0.35,6,Nolan-052 DN-3532,Nolan-052,0,0.5053716599941254,0.33679103571921587,2,0.5,1.0
layer_6,p053,0.35,6,Luca-053 DN-7635,Luca-053 hid the silver thimble under code DN-7635.,1,0.2193506956100464,0.3296697000041604,10,0.1,1.0
layer_6,p054,0.35,6,Elena-054 AX-7075,Elena-054 hid the obsidian cup under code AX-7075.,1,0.22940725088119507,0.3295375742018223,10,0.1,1.0
layer_6,p055,0.35,6,Pavel-055 AX-7355,Pavel-055 hid the ivory key under code AX-7355.,1,0.20357924699783325,0.33363518957048655,10,0.1,1.0
layer_6,p056,0.35,6,Hugo-056 AX-1624,Hugo-056,0,0.47979557514190674,0.335683218203485,2,0.5,1.0
layer_6,p057,0.35,6,Ada-057 DN-8623,Ada-057 hid the crimson marble under code DN-8623.,1,0.20436888933181763,0.33402859792113304,10,0.1,1.0
layer_6,p058,0.35,6,Quinn-058 AX-3134,Quinn-058 hid the amber violin under code AX-3134.,1,0.19507300853729248,0.33401318546384573,10,0.1,1.0
layer_6,p059,0.35,6,Hugo-059 CY-5132,"Hugo-059 hid the blue compass, and the code was CY-5132.",1,0.17817509174346924,0.3364397780969739,12,0.16666666666666666,1.0
layer_6,p060,0.35,6,Mira-060 CY-6371,Mira-060,0,0.5133295059204102,0.33848112542182207,2,0.5,1.0
layer_6,p061,0.35,6,Elena-061 CY-2333,Elena-061 hid the ivory key under code CY-2333.,1,0.20232635736465454,0.3342773234471679,10,0.1,1.0
layer_6,p062,0.35,6,Quinn-062 AX-3163,Quinn-062 hid the ivory key under code AX-3163.,1,0.17208212614059448,0.33508925046771765,10,0.1,1.0
layer_6,p063,0.35,6,Luca-063 DN-3598,Luca-063 hid the crimson marble under code DN-3598.,1,0.2198060154914856,0.3340425258502364,10,0.1,1.0
layer_6,p064,0.35,6,Silas-064 EV-9480,Silas-064 hid the violet kite under code EV-9480.,1,0.20879137516021729,0.33318043500185013,10,0.1,1.0
layer_6,p065,0.35,6,Rhea-065 BR-7769,Rhea-065,0,0.49725955724716187,0.33435382042080164,2,0.5,1.0
layer_6,p066,0.35,6,Hugo-066 CY-4805,Hugo-066 hid the blue compass under code CY-4805.,1,0.2350119948387146,0.33491672202944756,10,0.1,1.0
layer_6,p067,0.35,6,Hugo-067 BR-6355,"Hugo-067
BR-6355",1,0.4625425338745117,0.33227899577468634,4,0.25,1.0
layer_6,p068,0.35,6,Silas-068 EV-3810,Silas-068,0,0.42972660064697266,0.3357428340241313,2,0.5,1.0
layer_6,p069,0.35,6,Basil-069 EV-6954,Basil-069. EV-6954.,1,0.38377392292022705,0.33760940562933683,4,0.25,1.0
layer_6,p070,0.35,6,Dante-070 CY-6228,Dante-070,0,0.45058321952819824,0.3410220630466938,2,0.5,1.0
layer_6,p071,0.35,6,Nolan-071 AX-6681,Nolan-071,0,0.4875625967979431,0.33711984381079674,2,0.5,1.0
layer_6,p072,0.35,6,Pavel-072 DN-6688,Pavel-072 hid the copper lantern under code DN-6688.,1,0.20562314987182617,0.3293972034007311,10,0.1,1.0
layer_6,p073,0.35,6,Mira-073 DN-1412,Mira-073 hid the blue compass under code DN-1412.,1,0.23327016830444336,0.3288830406963825,10,0.1,1.0
layer_6,p074,0.35,6,Opal-074 CY-3777,Opal-074 hid the brass telescope under code CY-3777.,1,0.2392212152481079,0.3319134199991822,10,0.1,1.0
layer_6,p075,0.35,6,Kira-075 EV-6711,Kira-075 hid the crimson marble under code EV-6711.,1,0.21895873546600342,0.3362548938021064,10,0.1,1.0
layer_6,p076,0.35,6,Iris-076 AX-2750,Iris-076 hid the silver thimble under code AX-2750.,1,0.19141840934753418,0.33240802120417356,10,0.1,1.0
layer_6,p077,0.35,6,Mira-077 BR-8045,Mira-077.,0,0.4895818829536438,0.33460259810090065,2,0.5,1.0
layer_6,p078,0.35,6,Nolan-078 DN-1322,Nolan-078 hid the violet kite under code DN-1322.,1,0.2253652811050415,0.3326106397435069,10,0.1,1.0
layer_6,p079,0.35,6,Silas-079 EV-4358,Silas-079 hid the violet kite under code EV-4358.,1,0.1938876509666443,0.33571906201541424,10,0.1,1.0
layer_6,p080,0.35,6,Mira-080 AX-2231,Mira-080. AX-2231.,1,0.4421389698982239,0.3292701346799731,4,0.25,1.0
layer_6,p081,0.35,6,Cora-081 DN-4702,Cora-081,0,0.46640920639038086,0.33648429065942764,2,0.5,1.0
layer_6,p082,0.35,6,Ada-082 CY-5013,Ada-082 hid the green hourglass under code CY-5013.,1,0.254317045211792,0.3355561103671789,10,0.1,1.0
layer_6,p083,0.35,6,Luca-083 AX-1188,Luca-083 hid the crimson marble under code AX-1188.,1,0.23007738590240479,0.3305778009817004,10,0.1,1.0
layer_6,p084,0.35,6,Tara-084 EV-5866,Tara-084 hid the blue compass under code EV-5866.,1,0.19273799657821655,0.33654595725238323,10,0.1,1.0
layer_6,p085,0.35,6,Opal-085 DN-5039,Opal-085 hid the copper lantern under code DN-5039.,1,0.210821270942688,0.33593280147761106,10,0.1,1.0
layer_6,p086,0.35,6,Luca-086 AX-1751,Luca-086 hid the amber violin under code AX-1751.,1,0.22899079322814941,0.3333798926323652,10,0.1,1.0
layer_6,p087,0.35,6,Quinn-087 BR-5655,Quinn-087,0,0.43051815032958984,0.33819564059376717,2,0.5,1.0
layer_6,p088,0.35,6,Pavel-088 CY-4150,Pavel-088 hid the blue compass under code CY-4150.,1,0.24900579452514648,0.33176587242633104,10,0.1,1.0
layer_6,p089,0.35,6,Pavel-089 AX-9205,Pavel-089 hid the crimson marble under code AX-9205.,1,0.23261386156082153,0.3309154687449336,10,0.1,1.0
layer_6,p090,0.35,6,Elena-090 EV-5227,Elena-090,0,0.459685742855072,0.33853740710765123,2,0.5,1.0
layer_6,p091,0.35,6,Ada-091 EV-3544,Ada-091,0,0.5977737903594971,0.33044455479830503,2,0.5,1.0
layer_6,p092,0.35,6,Dante-092 DN-1291,Dante-092,0,0.4475351572036743,0.3351552663370967,2,0.5,1.0
layer_6,p093,0.35,6,Basil-093 EV-2305,Basil-093 hid the amber violin under code EV-2305.,1,0.21725821495056152,0.32897765561938286,10,0.1,1.0
layer_6,p094,0.35,6,Felix-094 DN-7319,Felix-094 hid the obsidian cup under code DN-7319.,1,0.21210038661956787,0.33331811986863613,10,0.1,1.0
layer_6,p095,0.35,6,Mira-095 BR-8393,Mira-095 hid the crimson marble under code BR-8393.,1,0.22655564546585083,0.33871753327548504,10,0.1,1.0
layer_6,p096,0.35,6,Cora-096 EV-8942,Cora-096 hid the brass telescope under code EV-8942.,1,0.21125221252441406,0.330276963301003,10,0.1,1.0
layer_6,p097,0.35,6,Cora-097 DN-9536,Cora-097 hid the silver thimble under code DN-9536.,1,0.1823100447654724,0.33172511402517557,10,0.1,1.0
layer_6,p098,0.35,6,Basil-098 CY-2738,Basil-098,0,0.5140798091888428,0.33904690109193325,2,0.5,1.0
layer_6,p099,0.35,6,Iris-099 AX-8321,Iris-099 hid the obsidian cup under code AX-8321.,1,0.20133072137832642,0.33269684482365847,10,0.1,1.0
layer_7,p000,0.35,7,Kira-000 DN-1791,Kira-000,0,0.4820459485054016,0.33378722332417965,2,0.5,1.0
layer_7,p001,0.35,7,Silas-001 BR-2013,"Silas-001, BR-2013",1,0.3071237802505493,0.33385675493627787,4,0.25,1.0
layer_7,p002,0.35,7,Rhea-002 EV-1976,Rhea-002,0,0.44624561071395874,0.32977060601115227,2,0.5,1.0
layer_7,p003,0.35,7,Kira-003 CY-2199,"Kira-003
CY-2199",1,0.3991120457649231,0.33822374790906906,4,0.25,1.0
layer_7,p004,0.35,7,Cora-004 DN-2064,"Cora-004
DN-2064",1,0.3698662519454956,0.33276115264743567,4,0.25,1.0
layer_7,p005,0.35,7,Jules-005 BR-7519,"Jules-005
BR-7519",1,0.4143860340118408,0.3352229427546263,4,0.25,1.0
layer_7,p006,0.35,7,Cora-006 BR-4800,Cora-006,0,0.4334125518798828,0.32856351137161255,2,0.5,1.0
layer_7,p007,0.35,7,Rhea-007 DN-7536,"Rhea-007 hid the obsidian cup, and the code is DN-7536.",1,0.13945633172988892,0.3334266934543848,12,0.16666666666666666,1.0
layer_7,p008,0.35,7,Silas-008 EV-2662,Silas-008,0,0.3825826644897461,0.333007694222033,2,0.5,1.0
layer_7,p009,0.35,7,Pavel-009 AX-3361,Pavel-009,0,0.4999192953109741,0.33191749546676874,2,0.5,1.0
layer_7,p010,0.35,7,Felix-010 BR-9725,Felix-010,0,0.4243770241737366,0.3321663709357381,2,0.5,1.0
layer_7,p011,0.35,7,Tara-011 DN-6726,Tara-011,0,0.4549870491027832,0.33170517161488533,2,0.5,1.0
layer_7,p012,0.35,7,Dante-012 BR-8832,Dante-012,0,0.43305397033691406,0.3351850286126137,2,0.5,1.0
layer_7,p013,0.35,7,Elena-013 EV-8771,Elena-013,0,0.4513828158378601,0.33016867376863956,2,0.5,1.0
layer_7,p014,0.35,7,Hugo-014 CY-5249,Hugo-014,0,0.45744645595550537,0.33943457435816526,2,0.5,1.0
layer_7,p015,0.35,7,Pavel-015 AX-2011,Pavel-015,0,0.47942304611206055,0.332769644446671,2,0.5,1.0
layer_7,p016,0.35,7,Quinn-016 EV-4267,"Q-016
EV-4267",0,0.43543219566345215,0.32616040389984846,4,0.25,1.0
layer_7,p017,0.35,7,Hugo-017 AX-4484,Hugo-017 | AX-4484,1,0.37503284215927124,0.33295369800180197,4,0.25,1.0
layer_7,p018,0.35,7,Nolan-018 DN-6556,"Nolan-018
DN-6556",1,0.3752896785736084,0.3355280300602317,4,0.25,1.0
layer_7,p019,0.35,7,Cora-019 BR-2716,"Cora-019
BR-2716",1,0.3824634552001953,0.33725898060947657,4,0.25,1.0
layer_7,p020,0.35,7,Basil-020 DN-2186,Basil-020,0,0.48354625701904297,0.33597912918776274,2,0.5,1.0
layer_7,p021,0.35,7,Elena-021 EV-4906,Elena-021,0,0.4674995541572571,0.33445225562900305,2,0.5,1.0
layer_7,p022,0.35,7,Ada-022 AX-1251,"Ada-022
AX-1251",1,0.4518415927886963,0.3303953390568495,4,0.25,1.0
layer_7,p023,0.35,7,Elena-023 CY-1891,Elena-023 | CY-1891,1,0.38005053997039795,0.3358221026137471,4,0.25,1.0
layer_7,p024,0.35,7,Felix-024 DN-1059,"Felix-024
DN-1059",1,0.3819087743759155,0.33391959499567747,4,0.25,1.0
layer_7,p025,0.35,7,Iris-025 BR-5066,"Iris-025
BR-5066",1,0.36596614122390747,0.33449010737240314,4,0.25,1.0
layer_7,p026,0.35,7,Tara-026 CY-9096,"Tara-026
CY-9096",1,0.4053633213043213,0.3343455558642745,4,0.25,1.0
layer_7,p027,0.35,7,Opal-027 AX-1308,Opal-027 | AX-1308,1,0.3563544750213623,0.3339836150407791,4,0.25,1.0
layer_7,p028,0.35,7,Opal-028 DN-2257,Opal-028,0,0.4312029480934143,0.33447099663317204,2,0.5,1.0
layer_7,p029,0.35,7,Dante-029 DN-5765,Dante-029,0,0.42446136474609375,0.33517942298203707,2,0.5,1.0
layer_7,p030,0.35,7,Mira-030 BR-2222,"Mira-030
BR-2222",1,0.41596752405166626,0.32996614649891853,4,0.25,1.0
layer_7,p031,0.35,7,Pavel-031 DN-5947,Pavel-031,0,0.49239152669906616,0.33288550935685635,2,0.5,1.0
layer_7,p032,0.35,7,Jules-032 CY-2064,"Jules-032
CY-2064",1,0.4027831554412842,0.33615501038730145,4,0.25,1.0
layer_7,p033,0.35,7,Quinn-033 BR-7116,"Quinn-033
BR-7116",1,0.39251744747161865,0.33329381234943867,4,0.25,1.0
layer_7,p034,0.35,7,Nolan-034 CY-5878,Nolan-034,0,0.4356873631477356,0.32861954625695944,2,0.5,1.0
layer_7,p035,0.35,7,Kira-035 DN-3287,Kira-035,0,0.4657200574874878,0.33153904508799314,2,0.5,1.0
layer_7,p036,0.35,7,Quinn-036 DN-5427,Quinn-036 | DN-5427,1,0.3915526270866394,0.3302987487986684,4,0.25,1.0
layer_7,p037,0.35,7,Ada-037 AX-7966,"Ada-037
AX-7966",1,0.43085044622421265,0.33188166469335556,4,0.25,1.0
layer_7,p038,0.35,7,Rhea-038 AX-3058,"Rhea-038
AX-3058",1,0.4127509593963623,0.33093578461557627,4,0.25,1.0
layer_7,p039,0.35,7,Tara-039 AX-9806,Tara-039,0,0.438434362411499,0.33406802359968424,2,0.5,1.0
layer_7,p040,0.35,7,Nolan-040 CY-4732,"Nolan-040
CY-4732",1,0.38727712631225586,0.33492785412818193,4,0.25,1.0
layer_7,p041,0.35,7,Greta-041 BR-4781,Greta-041 | BR-4781,1,0.3785332441329956,0.33110389206558466,4,0.25,1.0
layer_7,p042,0.35,7,Ada-042 BR-7805,"Ada-042
BR-7805",1,0.45525288581848145,0.3331917831674218,4,0.25,1.0
layer_7,p043,0.35,7,Mira-043 CY-8248,"Mira-043
CY-8248",1,0.4140111207962036,0.33691034838557243,4,0.25,1.0
layer_7,p044,0.35,7,Basil-044 BR-7106,Basil-044,0,0.47165989875793457,0.33224507980048656,2,0.5,1.0
layer_7,p045,0.35,7,Basil-045 BR-2029,Basil-045,0,0.47111737728118896,0.33525668550282717,2,0.5,1.0
layer_7,p046,0.35,7,Opal-046 CY-8044,Opal-046,0,0.4243957996368408,0.3299381136894226,2,0.5,1.0
layer_7,p047,0.35,7,Felix-047 DN-2060,Felix-047,0,0.42235809564590454,0.33193948306143284,2,0.5,1.0
layer_7,p048,0.35,7,Hugo-048 DN-8551,Hugo-048 | DN-8551,1,0.3611183166503906,0.3324345638975501,4,0.25,1.0
layer_7,p049,0.35,7,Elena-049 EV-4084,Elena-049,0,0.4611605405807495,0.32865666411817074,2,0.5,1.0
layer_7,p050,0.35,7,Luca-050 CY-4815,Luca-050,0,0.46845948696136475,0.33458254113793373,2,0.5,1.0
layer_7,p051,0.35,7,Kira-051 AX-4341,Kira-051,0,0.4536730647087097,0.333001890219748,2,0.5,1.0
layer_7,p052,0.35,7,Nolan-052 DN-3532,"Nolan-052
DN-3532",1,0.3941323161125183,0.33644087985157967,4,0.25,1.0
layer_7,p053,0.35,7,Luca-053 DN-7635,"Luca-053
DN-7635",1,0.39708882570266724,0.33042257372289896,4,0.25,1.0
layer_7,p054,0.35,7,Elena-054 AX-7075,Elena-054,0,0.46160370111465454,0.32869761995971203,2,0.5,1.0
